adSupported=1,free=1,inAppProductPrice_bin=161745
adSupported=0,free=1,inAppProductPrice_bin=63110
adSupported=0,free=0,inAppProductPrice_bin=3996
adSupported=1,free=0,inAppProductPrice_bin=826
