free=1,minInstalls_bin=5.0,appId=21
free=1,minInstalls_bin=10001-100000,appId=49548
free=0,minInstalls_bin=4.0,appId=4
free=1,minInstalls_bin=0-10000,appId=112989
free=0,minInstalls_bin=100001-1000000,appId=303
free=0,minInstalls_bin=0-10000,appId=3658
free=0,minInstalls_bin=1000001-10000000,appId=64
free=0,minInstalls_bin=10001-100000,appId=793
free=1,minInstalls_bin=100001-1000000,appId=36950
free=1,minInstalls_bin=4.0,appId=5823
free=1,minInstalls_bin=1000001-10000000,appId=19524
